Speed,Time To Collision,Obs Width,Obs Gap,Player Mode,Obs Above Ground,Action,Q Value
21,31,6,3,1,0,jump,-2
21,50,5,3,2,0,duck_on,-0.024000000000000007
21,50,5,3,-1,0,duck_on,-0.04000000000000001
21,50,5,3,-1,0,duck_off,-0.2
21,40,5,3,2,0,duck_on,-2
20,8,6,2,-1,0,jump,0.48
20,-1,6,2,-1,0,do_nothing,-0.2
20,48,5,2,-1,0,duck_off,-0.2
21,39,5,2,2,0,do_nothing,-2
20,46,5,3,2,0,do_nothing,-0.2
21,36,5,3,1,0,duck_on,-2
20,46,6,2,1,0,do_nothing,-0.2
20,37,6,2,1,0,duck_on,-2
20,36,6,4,2,0,duck_off,0.055498000000000006
21,26,6,4,2,0,jump,0.5549799999999999
21,17,6,4,1,0,jump,0.5498000000000001
21,7,6,4,1,0,jump,0.4978000000000001
21,-2,6,4,2,0,duck_on,-0.022000000000000006
21,50,3,2,1,0,do_nothing,-0.020000000000000004
21,47,3,2,-1,0,duck_on,-0.2
21,37,3,2,-1,0,duck_off,-2
20,50,6,3,1,0,jump,-0.59780035065179
20,46,6,3,1,0,duck_off,-3.962
20,34,3,2,-1,0,do_nothing,-2
20,29,5,3,1,0,jump,3.398843215228
20,10,5,3,-1,0,jump,2.76971313
20,0,5,3,-1,0,do_nothing,-0.38
21,44,5,2,2,0,duck_on,-0.2
21,34,5,2,1,0,do_nothing,-2
20,1,3,2,-1,0,duck_off,-2
20,30,3,2,1,0,duck_on,1.0523200000000001
20,33,3,2,-1,0,jump,-2
20,46,3,2,2,0,jump,0.005550000000000001
21,36,3,2,2,0,duck_off,-1.95023
21,27,3,2,1,0,duck_off,0.553
21,17,3,2,1,0,duck_off,0.53
21,8,3,2,2,0,do_nothing,0.30000000000000004
21,-2,3,2,2,0,duck_on,-2
20,46,6,3,1,0,jump,-3.962
20,37,6,3,1,0,duck_off,-2
21,34,6,3,2,0,duck_on,0.05550000000000001
21,24,6,3,1,0,do_nothing,0.555
21,15,6,3,-1,0,duck_on,0.55
21,5,6,3,-1,0,duck_on,0.50005
21,-4,6,3,-1,0,duck_off,0.0005500000000000001
21,45,3,1,2,0,jump,0.005550000000000001
21,36,3,1,2,0,do_nothing,0.05530000000000001
21,26,3,1,2,0,duck_off,0.553
21,17,3,1,1,0,do_nothing,0.53
21,7,3,1,1,0,duck_on,0.30000000000000004
21,-2,3,1,-1,0,duck_off,-2
20,50,10,4,1,0,jump,-0.5553612015570482
21,44,5,2,2,0,duck_off,-0.2
21,34,5,2,2,0,jump,-2
20,46,3,2,-1,0,duck_off,-0.2
20,46,6,4,-1,0,duck_on,-0.2
20,37,6,4,-1,0,duck_on,-2
21,44,5,3,1,0,jump,-0.2
21,35,5,3,1,0,duck_off,-2
20,10,5,2,-1,0,jump,0.48
20,41,3,2,2,0,do_nothing,-2
20,47,5,3,1,0,jump,-5.5658
20,50,6,2,-1,0,duck_off,-0.003800000000000001
20,46,6,2,-1,0,do_nothing,-0.2
20,37,6,2,-1,0,do_nothing,-2
20,45,3,1,-1,0,do_nothing,-0.2
21,35,3,1,-1,0,duck_on,-2
20,10,5,3,-1,0,duck_on,0.912
20,42,6,3,-1,0,jump,-2
20,43,6,3,-1,0,duck_on,-2
20,48,3,2,-1,0,jump,-2.18
20,47,3,2,-1,0,jump,-0.2
21,37,3,2,-1,0,duck_on,-2
20,37,6,2,1,0,jump,0.05530000000000001
20,27,6,2,1,0,duck_on,0.553
20,18,6,2,-1,0,jump,0.53
20,-1,6,2,-1,0,duck_on,-2
20,41,6,4,-1,0,do_nothing,-2
20,38,6,3,2,0,duck_on,-2
20,41,10,4,-1,0,duck_off,-2
20,37,5,3,2,0,duck_off,-2
20,37,5,3,2,0,jump,-2
20,23,5,3,2,0,do_nothing,0.548
21,4,5,3,1,0,do_nothing,-0.2
21,44,5,3,2,0,do_nothing,-2
20,43,10,4,1,0,duck_off,-3.8
20,38,5,2,1,0,duck_on,1.9788631818
20,29,5,2,1,0,jump,2.2645903
20,19,5,2,-1,0,duck_on,2.7905764299999998
20,21,3,2,-1,0,duck_on,1.03255
20,50,6,2,1,0,duck_on,-0.022000000000000006
20,46,6,2,2,0,do_nothing,-2
20,50,6,3,1,0,duck_on,-0.6878000000000001
20,46,6,3,-1,0,jump,-2
20,39,3,1,-1,0,duck_off,-2
20,46,6,4,2,0,duck_off,-2
20,47,5,2,1,0,duck_on,-10.902950191340404
20,43,10,4,-1,0,duck_on,-5.42
20,47,5,2,-1,0,do_nothing,-6.878
20,43,10,3,2,0,jump,-1.995005
20,34,10,3,1,0,jump,0.05549793495881949
20,25,10,3,1,0,duck_off,0.5549799999999999
20,15,10,3,2,0,jump,0.5496000000000001
20,6,10,3,2,0,jump,0.4960000000000001
20,-4,10,3,2,0,do_nothing,-0.04000000000000001
21,44,5,2,1,0,duck_on,-2
20,43,10,4,-1,0,do_nothing,-5.42
20,47,5,3,-1,0,duck_off,-3.8
20,43,10,4,1,0,jump,-3.8
20,47,5,3,-1,0,jump,-3.8
20,43,10,4,-1,0,duck_off,-3.8
20,46,6,4,2,0,jump,-2
20,47,5,2,1,0,do_nothing,-10.434062
20,43,10,4,1,0,do_nothing,-3.8
20,46,6,3,1,0,do_nothing,-5.42
20,46,6,3,-1,0,duck_off,-3.8
20,39,3,1,1,0,duck_off,0.5555510069999999
20,30,3,1,1,0,duck_on,0.55555
20,20,3,1,-1,0,jump,0.55555
20,11,3,1,-1,0,duck_on,0.5553
21,10,5,2,-1,0,jump,0.30000000000000004
21,0,5,2,-1,0,duck_off,-2
20,47,5,2,-1,0,jump,-6.878
20,48,5,2,1,0,duck_off,-2
20,49,3,2,1,0,jump,-3.8
20,49,3,2,-1,0,do_nothing,-2
20,49,3,2,-1,0,duck_off,-2
20,50,6,2,-1,0,jump,-0.25544
20,46,6,2,-1,0,duck_on,-2
20,48,3,2,-1,0,do_nothing,-2
20,50,6,4,1,0,jump,-0.2
20,46,6,4,1,0,duck_on,-2
20,50,10,3,-1,0,duck_on,-0.04000000000000001
20,50,10,3,-1,0,duck_off,-0.2
20,50,6,2,1,0,do_nothing,-0.2
20,48,3,2,-1,0,duck_on,-2
20,50,6,2,-1,0,duck_on,-0.22160000000000002
20,50,6,2,-1,0,do_nothing,-0.04000000000000001
20,46,6,2,-1,0,duck_off,-2
20,45,6,3,1,0,jump,-2
20,44,10,4,1,0,jump,-2
20,48,3,2,-1,0,duck_off,-2
20,49,3,2,1,0,duck_on,-2
20,49,3,2,-1,0,jump,-2
20,50,6,4,1,0,duck_on,-0.04000000000000001
20,50,3,1,1,0,jump,-0.2
20,48,3,1,1,0,jump,-2
20,48,3,2,1,0,do_nothing,-1.9500051800000002
20,28,5,3,2,0,duck_on,0.553
21,19,5,3,-1,0,jump,0.53
21,9,5,3,-1,0,duck_off,0.30000000000000004
21,0,5,3,2,0,do_nothing,-2
20,48,3,2,1,0,duck_off,-2
20,50,3,1,-1,0,jump,-0.24178000000000002
20,50,3,1,-1,0,duck_on,-2.2320200000000003
21,14,5,2,2,0,jump,0.55555
21,4,5,2,2,0,do_nothing,0.5554979999999999
21,31,6,3,1,0,duck_off,0.5549799999999999
21,22,6,3,1,0,duck_off,0.5498500000000001
21,12,6,3,2,0,jump,0.49855000000000005
21,3,6,3,2,0,duck_off,-0.01445
21,50,6,3,2,0,jump,0.05555
21,42,6,3,1,0,do_nothing,0.55555
21,23,6,3,2,0,do_nothing,0.553
21,14,6,3,2,0,do_nothing,0.53
21,4,6,3,2,0,do_nothing,0.30000000000000004
21,-5,6,3,2,0,do_nothing,-2
20,50,3,1,1,0,do_nothing,-0.20378000000000002
20,50,3,1,1,0,duck_on,-0.25780000000000003
20,49,3,1,1,0,jump,-2
