velocity,distance,width,jumpVelocity,action,q_value
7,4,17,-1,do_nothing,2.971195312075059
0,6,51,0,duck,1.5803259224164898
12,6,51,1,do_nothing,1.0981
-5,6,51,0,jump,1.6656467979518963
7,3,17,-1,jump,1.17267751
2,3,17,-1,duck,1.3578442390000003
-3,3,17,1,jump,0.058608697323455874
9,4,25,0,duck,3.5976211310943613
4,4,25,0,duck,1.09
-4,5,25,-1,do_nothing,-0.06297640624250182
7,6,34,0,jump,5.369826518010042
10,6,51,0,do_nothing,1.37283185935
9,6,51,0,jump,1.411529131334251
4,4,25,0,do_nothing,2.32048
-3,4,25,0,duck,0.07951000549767465
3,4,17,-1,do_nothing,1.179829
12,3,17,1,duck,3.14132023
11,3,17,0,duck,1.9
9,3,17,0,duck,1
8,3,17,0,duck,1.9900000000000002
7,3,17,0,jump,1.9900000000000002
6,3,17,0,do_nothing,1.9
4,3,17,0,duck,1
3,3,17,0,do_nothing,1.9900000000000002
2,3,17,0,jump,1.9900000000000002
1,3,17,0,jump,1.9
-1,3,17,0,duck,1
-2,3,17,0,duck,1.913777572307263
11,6,25,0,do_nothing,1.09
5,6,25,0,do_nothing,1.2010415149
29,3,17,-1,do_nothing,-0.010000000000000002
28,3,17,-1,do_nothing,0.9992539000000001
-1,3,17,-1,duck,-0.01216041518087627
20,6,34,1,duck,1.631902285556014
29,5,34,1,jump,-0.010000000000000002
28,5,34,1,do_nothing,-0.010000000000000002
27,5,34,1,jump,-0.010000000000000002
26,5,34,1,jump,1.9
24,5,34,1,jump,1
23,5,34,1,jump,1.9900000000000002
22,5,34,1,jump,1.990081
21,5,34,1,jump,1.9917010000000004
16,5,34,0,do_nothing,1
15,5,34,0,do_nothing,1
14,5,34,0,jump,1
13,5,34,0,do_nothing,1
12,5,34,0,duck,1
10,5,34,0,duck,1.9900000000000002
9,5,34,0,duck,1
8,5,34,0,jump,1.9900000000000002
7,5,34,0,duck,1.9
5,5,34,0,duck,1.9900000000000002
4,5,34,0,do_nothing,1
3,5,34,0,jump,1.9900000000000002
2,5,34,0,duck,1.9
0,5,34,0,duck,1.9900000000000002
-1,5,34,0,jump,1
-2,5,34,0,do_nothing,1.9900000000000002
-3,5,34,0,duck,1.9056705410237282
-4,5,34,0,jump,1.0567054102372808
24,5,25,0,jump,2.0982884942548132
29,3,17,-1,jump,1
27,3,17,-1,jump,1.0895553100000002
5,3,17,0,jump,1.09
0,3,17,0,jump,1.090787841978625
19,4,25,1,jump,1.4152375264406225
28,5,17,1,do_nothing,1.989919
27,5,17,1,do_nothing,1.9886192659
6,5,17,-1,jump,1
4,5,17,-1,jump,1
3,5,17,-1,jump,1.9
2,5,17,-1,do_nothing,1
0,5,17,-1,jump,1.9900000000000002
-1,5,17,-1,jump,1.9
-2,5,17,-1,duck,-0.0572614577867708
-2,6,51,-1,jump,1.2737971000000003
14,5,17,0,do_nothing,1.0009000000000001
12,5,17,0,do_nothing,1
11,5,17,0,do_nothing,1
9,5,17,0,jump,1
8,5,17,0,jump,1
7,5,17,0,do_nothing,1.1791
-4,6,25,1,do_nothing,-0.023874373178773285
23,6,25,1,do_nothing,1.5669700547826948
29,5,34,-1,duck,1
27,5,34,1,do_nothing,2.0791000000000004
25,5,34,1,do_nothing,1.981
16,5,34,1,jump,1.0017099999999999
12,5,34,1,duck,1
11,5,34,0,do_nothing,1.09
6,5,34,0,duck,1.09
1,5,34,0,jump,1.09
-5,5,34,0,do_nothing,0.06331978860347058
29,5,34,1,duck,1
28,5,34,1,duck,1.0981
24,5,34,0,jump,1.002599461
-4,5,34,1,jump,0.037881149194577204
